SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
6627,2661,2019-11-12 08:24:22.210156799,RISK,,,,,,,
6628,2661,2019-11-13 17:23:19.307414399,APPROVED,PLASTIC,41,9100,40,,,
6629,2661,2019-11-15 18:22:52.203935999,DELIVERED,,,,,,44100,3
6630,2661,2020-03-21 05:24:55.236124799,,,,,,453.4012667848755,,
6631,2661,2020-03-23 15:13:41.081231999,,,,,,186.43838759333423,,
6632,2661,2020-03-23 18:05:37.347331199,,,,,,123253.59850450132,,
6633,2661,2020-03-25 04:57:51.531206399,,,,,,56.89096561506548,,
6634,2662,2019-11-13 12:37:07.039660800,RESPONSE,,,,,,,
6635,2662,2019-11-14 14:42:07.599052800,RISK,,,,,,,
6636,2662,2019-11-17 05:13:53.437267199,APPROVED,PLASTIC,34,4600,48,,,
6637,2662,2019-11-25 21:19:22.263599999,DELIVERED,,,,,,44100,2
6638,2662,2019-11-27 10:11:18.414556799,,,,,,738.5761083638357,,
6639,2662,2019-11-30 18:26:38.806339199,,,,,,261.3375174781416,,
6640,2663,2019-11-11 10:51:19.038729600,RESPONSE,,,,,,,
6641,2663,2019-11-12 15:23:39.862262399,RISK,,,,,,,
6642,2663,2019-11-13 03:56:06.864489599,APPROVED,PLASTIC,35,3500,47,,,
6643,2663,2019-11-16 16:12:03.745094399,DELIVERED,,,,,,44100,4
6644,2663,2019-11-16 19:40:54.773414399,,,,,,389.1580809252977,,
6645,2663,2020-05-20 04:00:34.220131198,,,,,,1272.2853487484595,,
6646,2663,2020-05-25 11:05:47.653699197,,,,,,56.589094958835155,,
6647,2664,2019-11-12 14:03:39.351081600,RESPONSE,,,,,,,
6648,2664,2019-11-14 21:31:52.215772799,RISK,,,,,,,
6649,2664,2019-11-17 11:52:52.489430399,REJECTED,EMPTY,,,,,,
6650,2665,2019-11-11 00:00:00.000000000,,,,,,,,
6651,2666,2019-11-11 13:00:57.630643200,RESPONSE,,,,,,,
6652,2666,2019-11-12 15:10:36.242256000,RISK,,,,,,,
6653,2666,2019-11-16 10:38:16.935993600,APPROVED,PLASTIC,44,6200,36,,,
6654,2666,2019-11-25 17:46:34.974048000,DELIVERED,,,,,,44620,2
6655,2666,2019-12-06 15:52:17.563296000,,,,,,7.358339110675732,,
6656,2666,2019-12-11 11:36:57.954240000,,,,,,104.8954169630745,,
6657,2666,2019-12-19 12:02:08.808662400,,,,,,261.22646361649,,
6658,2666,2019-12-20 06:21:39.487449600,,,,,,21.200122872229862,,
6659,2666,2019-12-20 08:11:03.701875200,,,,,,24797.01507906396,,
6660,2667,2019-11-14 20:46:36.706713600,RESPONSE,,,,,,,
6661,2667,2019-11-15 11:39:35.829676800,RISK,,,,,,,
6662,2667,2019-11-18 02:42:50.059728000,APPROVED,PLASTIC,32,19100,34,,,
6663,2667,2019-11-22 11:35:56.304902400,DELIVERED,,,,,,11560,1
6664,2667,2019-11-27 03:26:39.831734399,,,,,,3.2647236801058432,,
6665,2667,2019-11-27 06:00:55.593647999,,,,,,37.297158154340295,,
6666,2669,2019-11-11 01:25:56.869881600,RESPONSE,,,,,,,
6667,2669,2019-11-11 10:36:22.157568000,RISK,,,,,,,
6668,2669,2019-11-14 01:25:26.733129599,APPROVED,DIGITAL,32,18600,49,,,
6669,2669,2019-11-14 19:49:18.869462399,,,,,,135.03049269811672,,
6670,2669,2019-12-03 06:24:51.816095999,,,,,,158.91673580753192,,
6671,2669,2019-12-03 12:35:09.716755199,,,,,,173.82302617476142,,
6672,2669,2019-12-11 05:59:33.272678399,,,,,,3183.937475344784,,
6673,2669,2019-12-11 18:10:58.284796799,,,,,,35.96942830739832,,
6674,2670,2019-11-13 09:51:29.122617600,RESPONSE,,,,,,,
6675,2670,2019-11-14 15:52:52.263177600,RISK,,,,,,,
6676,2670,2019-11-15 03:38:02.466470400,APPROVED,DIGITAL,49,1400,40,,,
6677,2670,2019-11-18 20:53:46.294943999,,,,,,1.481354064340335,,
6678,2670,2019-11-19 04:35:58.903785599,,,,,,478.41360078273215,,
6679,2671,2019-11-11 00:00:00.000000000,,,,,,,,
6680,2672,2019-11-11 17:46:33.694982399,RESPONSE,,,,,,,
6681,2672,2019-11-12 16:40:18.304147199,RISK,,,,,,,
6682,2672,2019-11-13 16:33:09.413337599,APPROVED,DIGITAL,43,9200,32,,,
6683,2672,2019-11-13 18:05:22.193635199,,,,,,16.74246281295136,,
6684,2672,2019-11-14 07:19:17.101228799,,,,,,6.2193910393426695,,
6685,2672,2019-11-22 13:17:58.854019199,,,,,,12.88612723025607,,
6686,2672,2019-12-02 02:33:18.956764799,,,,,,9.63091115273193,,
6687,2673,2019-11-16 17:47:25.275868800,RESPONSE,,,,,,,
6688,2673,2019-11-17 19:05:44.328134400,RISK,,,,,,,
6689,2673,2019-11-18 11:14:04.338700800,APPROVED,PLASTIC,41,18000,42,,,
6690,2673,2019-11-25 13:42:54.302284800,DELIVERED,,,,,,53100,2
6691,2674,2019-11-11 16:21:21.587472000,RESPONSE,,,,,,,
6692,2674,2019-11-13 02:51:56.342044800,RISK,,,,,,,
6693,2674,2019-11-13 09:12:40.954521600,APPROVED,DIGITAL,48,4300,43,,,
6694,2674,2019-11-13 21:27:00.301881600,,,,,,267.0744645450767,,
6695,2676,2019-11-11 23:03:36.590774400,RESPONSE,,,,,,,
6696,2676,2019-11-15 15:21:33.533280000,RISK,,,,,,,
6697,2676,2019-11-21 05:08:22.832505600,APPROVED,PLASTIC,37,5600,30,,,
6698,2676,2019-11-22 13:23:44.838153600,DELIVERED,,,,,,11560,3
6699,2676,2019-11-22 16:16:44.267664000,,,,,,9.331278171404623,,
6700,2676,2020-03-14 12:39:09.248227200,,,,,,211.16564723813252,,
6701,2676,2020-03-23 20:53:20.026406400,,,,,,2221.617298422584,,
6702,2677,2019-11-17 05:45:24.085526400,RESPONSE,,,,,,,
6703,2677,2019-11-20 14:10:43.818211200,RISK,,,,,,,
6704,2677,2019-11-21 13:18:27.727344000,REJECTED,EMPTY,,,,,,
6705,2678,2019-11-12 12:27:42.682032000,RESPONSE,,,,,,,
6706,2678,2019-11-19 08:59:09.048796800,RISK,,,,,,,
6707,2678,2019-11-20 00:51:18.355708800,REJECTED,INCOME,,,,,,
6708,2679,2019-11-11 07:10:03.267811200,RESPONSE,,,,,,,
6709,2679,2019-11-12 09:42:28.387353600,RISK,,,,,,,
6710,2679,2019-11-13 01:38:19.338259200,APPROVED,PLASTIC,47,11800,41,,,
6711,2679,2019-11-13 03:42:15.483081600,DELIVERED,,,,,,44100,2
6712,2679,2019-11-16 08:32:16.281254400,,,,,,2938.065952817773,,
6713,2679,2019-11-16 13:45:41.759395200,,,,,,24.84258778899468,,
6714,2679,2019-11-16 20:21:31.083033599,,,,,,721.040914521982,,
6715,2680,2019-11-11 00:00:00.000000000,,,,,,,,
6716,2685,2019-11-14 02:10:04.019865599,RESPONSE,,,,,,,
6717,2685,2019-11-26 02:10:20.989343999,RISK,,,,,,,
6718,2685,2019-11-26 20:55:31.262303999,APPROVED,PLASTIC,32,42400,45,,,
6719,2685,2019-11-29 19:59:14.593574399,DELIVERED,,,,,,64000,2
6720,2685,2019-11-30 03:40:47.043091199,,,,,,19.370247883917738,,
6721,2685,2019-12-31 02:52:37.019769599,,,,,,1801.1914062961139,,
6722,2688,2019-11-11 00:00:00.000000000,,,,,,,,
6723,2689,2019-11-11 00:00:00.000000000,,,,,,,,
6724,2693,2019-12-13 17:34:35.033174400,RESPONSE,,,,,,,
6725,2693,2019-12-14 15:29:02.594860800,RISK,,,,,,,
6726,2693,2019-12-25 16:33:50.164588799,APPROVED,DIGITAL,32,5800,40,,,
6727,2693,2020-02-10 05:59:51.160329599,,,,,,590.0628787329517,,
6728,2693,2020-02-25 10:57:44.727119999,,,,,,954.9590246409053,,
6729,2693,2020-02-25 17:30:53.577964799,,,,,,2037.315010296348,,
6730,2693,2020-02-27 01:33:38.489875199,,,,,,1130.5473894412191,,
6731,2693,2020-02-29 00:48:05.958460799,,,,,,95.15351525334707,,
6732,2694,2019-11-11 00:00:00.000000000,,,,,,,,
6733,2697,2019-11-11 00:00:00.000000000,,,,,,,,
6734,2698,2019-11-11 00:00:00.000000000,,,,,,,,
6735,2700,2019-11-11 04:29:57.489216000,RESPONSE,,,,,,,
6736,2700,2019-11-12 19:59:28.485571200,RISK,,,,,,,
6737,2700,2019-11-13 23:38:07.350374399,APPROVED,DIGITAL,42,2000,42,,,
6738,2700,2019-11-14 01:03:48.960979199,,,,,,25.8995994265033,,
6739,2700,2019-11-23 22:47:16.389254399,,,,,,30.034100133905028,,
6740,2700,2019-11-24 00:22:26.439974399,,,,,,19428.928895703997,,
6741,2700,2019-11-24 20:06:23.239958399,,,,,,188.30965701903816,,
6742,2700,2019-12-05 15:06:39.858681598,,,,,,15.528017801749867,,
6743,2701,2019-11-11 17:44:15.745286400,RESPONSE,,,,,,,
6744,2701,2019-11-13 16:08:34.837756800,RISK,,,,,,,
6745,2701,2019-11-14 11:35:37.077187200,APPROVED,PLASTIC,46,54300,30,,,
6746,2701,2019-11-14 16:59:56.439945600,DELIVERED,,,,,,44100,2
6747,2701,2019-11-16 06:09:41.459644800,,,,,,605.820730578478,,
6748,2701,2019-11-26 22:36:25.585401600,,,,,,3551.3056644412377,,
6749,2701,2019-11-26 23:14:02.549097600,,,,,,3108.017867385569,,
6750,2702,2019-11-11 00:00:00.000000000,,,,,,,,
6751,2703,2019-11-11 00:00:00.000000000,,,,,,,,
6752,2705,2019-11-11 00:00:00.000000000,,,,,,,,
6753,2706,2019-11-12 22:07:14.241417600,RESPONSE,,,,,,,
6754,2706,2019-11-16 10:23:25.170662400,RISK,,,,,,,
6755,2706,2019-11-17 18:25:01.607721600,APPROVED,DIGITAL,41,8500,44,,,
6756,2706,2019-11-19 06:42:01.905667200,,,,,,5.630598926160479,,
6757,2706,2019-11-22 15:47:53.974435200,,,,,,458.4792773749816,,
6758,2706,2019-11-23 05:38:48.843801600,,,,,,7568.963764715717,,
6759,2707,2019-11-17 02:29:36.143606400,RESPONSE,,,,,,,
6760,2707,2019-11-18 09:47:39.283065600,RISK,,,,,,,
6761,2707,2019-11-19 02:34:04.685347200,APPROVED,PLASTIC,34,10600,37,,,
6762,2707,2019-11-20 02:30:45.752457600,DELIVERED,,,,,,11560,0
6763,2707,2019-11-23 04:13:48.210470400,,,,,,239.11741767514096,,
6764,2708,2019-11-19 10:01:19.384176000,RESPONSE,,,,,,,
6765,2708,2019-11-21 19:20:23.065641600,RISK,,,,,,,
6766,2708,2019-11-23 12:30:46.913270400,APPROVED,PLASTIC,44,10900,33,,,
6767,2708,2019-11-26 13:49:18.497164800,DELIVERED,,,,,,44100,0
6768,2708,2019-11-26 17:50:36.481228800,,,,,,58.43407805900183,,
6769,2708,2019-12-19 14:37:22.935504000,,,,,,3.0426101429897923,,
6770,2709,2019-11-13 08:57:26.610883200,RESPONSE,,,,,,,
6771,2709,2019-11-13 23:21:20.728252800,RISK,,,,,,,
6772,2709,2019-11-14 23:11:38.252544000,REJECTED,USAGE,,,,,,
6773,2712,2019-11-28 04:38:03.245395200,RESPONSE,,,,,,,
6774,2712,2019-11-30 06:40:16.430016000,RISK,,,,,,,
6775,2712,2019-12-01 05:34:15.993033600,REJECTED,USAGE,,,,,,
6776,2713,2019-11-20 12:52:35.761036800,RESPONSE,,,,,,,
6777,2713,2019-11-21 05:31:40.951257600,RISK,,,,,,,
6778,2713,2019-11-26 04:12:07.923139200,REJECTED,MOP,,,,,,
6779,2714,2020-04-06 23:24:34.466342400,RESPONSE,,,,,,,
6780,2714,2020-04-08 19:11:00.590409600,RISK,,,,,,,
6781,2714,2020-04-12 03:03:19.237881600,APPROVED,PLASTIC,40,19600,47,,,
6782,2714,2020-04-15 06:38:54.860467200,DELIVERED,,,,,,11560,2
6783,2714,2020-07-13 16:23:43.140220800,,,,,,110.29260631300562,,
6784,2714,2020-07-13 16:32:40.096694400,,,,,,364.2419482172332,,
6785,2715,2019-11-15 16:42:19.682496000,RESPONSE,,,,,,,
6786,2715,2019-11-16 10:40:05.658124800,RISK,,,,,,,
6787,2715,2019-11-17 07:51:19.579075200,APPROVED,PLASTIC,31,7500,32,,,
6788,2715,2019-11-22 10:44:33.956649600,DELIVERED,,,,,,53100,0
6789,2715,2020-03-09 16:17:10.195872000,,,,,,26.929699694054552,,
6790,2715,2020-03-10 02:03:53.232105600,,,,,,564.0772536451731,,
6791,2715,2020-03-12 07:24:17.047036800,,,,,,13.062430205671287,,
6792,2716,2019-11-11 00:00:00.000000000,,,,,,,,
6793,2718,2019-11-12 22:53:15.353606400,RESPONSE,,,,,,,
6794,2718,2019-11-14 09:20:45.203625600,RISK,,,,,,,
6795,2718,2019-11-14 21:17:11.973177600,APPROVED,PLASTIC,37,47200,49,,,
6796,2718,2019-11-21 04:03:48.902918400,DELIVERED,,,,,,11560,3
6797,2718,2019-11-23 18:39:57.322396800,,,,,,696.7887199686371,,
6798,2719,2019-11-11 11:42:58.243104000,RESPONSE,,,,,,,
6799,2719,2019-11-12 00:00:06.415718400,RISK,,,,,,,
6800,2719,2019-11-12 12:42:36.343929600,REJECTED,MOP,,,,,,
6801,2720,2019-12-03 18:42:45.943574400,RESPONSE,,,,,,,
6802,2720,2019-12-05 21:29:12.487747200,RISK,,,,,,,
6803,2720,2019-12-06 14:13:36.606633599,APPROVED,DIGITAL,32,42800,31,,,
6804,2720,2019-12-14 15:02:49.609766399,,,,,,865.7331994727256,,
6805,2720,2019-12-16 05:14:42.785923199,,,,,,64.62867278010597,,
6806,2721,2019-11-11 00:00:00.000000000,,,,,,,,
6807,2725,2019-11-28 19:08:13.771881600,RESPONSE,,,,,,,
6808,2725,2019-11-29 22:12:24.501484800,RISK,,,,,,,
6809,2725,2019-12-06 03:53:12.649430400,APPROVED,PLASTIC,42,6400,46,,,
6810,2725,2019-12-07 10:04:12.852998400,DELIVERED,,,,,,11560,0
6811,2725,2019-12-07 12:00:16.724620800,,,,,,6371.169373121353,,
6812,2725,2019-12-09 21:59:26.102371200,,,,,,3.4371305672643437,,
6813,2725,2020-07-19 12:06:26.714995200,,,,,,33.244272955751434,,
6814,2725,2020-07-25 21:52:21.014976000,,,,,,166.62207556407483,,
6815,2727,2019-11-11 00:00:00.000000000,,,,,,,,
6816,2728,2019-11-11 00:00:00.000000000,,,,,,,,
6817,2729,2019-11-12 02:56:36.012796800,RESPONSE,,,,,,,
6818,2729,2019-11-12 05:42:41.439945600,RISK,,,,,,,
6819,2729,2019-11-13 06:08:58.158729600,APPROVED,PLASTIC,34,10200,35,,,
6820,2729,2019-11-15 13:18:02.629872000,DELIVERED,,,,,,53100,1
6821,2729,2019-11-23 00:38:03.757459200,,,,,,22.88261049421741,,
6822,2729,2019-11-23 08:42:02.531088000,,,,,,47.04455858539392,,
6823,2730,2019-11-12 01:01:22.134028800,RESPONSE,,,,,,,
6824,2730,2019-11-17 11:33:32.185296000,RISK,,,,,,,
6825,2730,2019-11-22 00:36:59.812560000,APPROVED,PLASTIC,40,35000,32,,,
6826,2730,2019-11-23 23:08:31.438291200,DELIVERED,,,,,,64000,2
6827,2730,2019-11-24 01:59:27.126067200,,,,,,2155.7320561897795,,
6828,2730,2019-11-24 15:43:10.992316800,,,,,,426.4326221277658,,
6829,2730,2019-11-24 23:22:27.777071999,,,,,,135.53309916896316,,
6830,2730,2019-11-26 14:10:14.881295999,,,,,,2431.964117315787,,
6831,2730,2020-05-03 06:24:21.317500799,,,,,,2424.6354763495033,,
6832,2731,2019-11-24 15:24:22.284316800,RESPONSE,,,,,,,
6833,2731,2019-11-27 20:33:08.102073600,RISK,,,,,,,
6834,2731,2019-11-29 17:27:28.945872000,APPROVED,PLASTIC,37,15400,42,,,
6835,2731,2019-12-01 13:45:52.245158400,DELIVERED,,,,,,53100,3
6836,2734,2019-12-07 06:14:55.115145600,RESPONSE,,,,,,,
6837,2734,2019-12-07 21:20:08.173622400,RISK,,,,,,,
6838,2734,2019-12-10 12:07:27.673132800,APPROVED,PLASTIC,47,7700,40,,,
6839,2734,2019-12-18 20:40:51.246854400,DELIVERED,,,,,,64000,0
6840,2734,2019-12-20 13:49:37.118956800,,,,,,56.47366257751903,,
6841,2734,2019-12-20 16:18:51.202828800,,,,,,99.25524879748566,,
6842,2735,2019-11-11 16:10:42.778444800,RESPONSE,,,,,,,
6843,2735,2019-11-14 23:53:04.193347200,RISK,,,,,,,
6844,2735,2019-11-16 18:20:03.837897600,APPROVED,DIGITAL,31,4400,43,,,
6845,2735,2019-11-22 11:15:03.218572800,,,,,,1475.9171086940225,,
6846,2735,2019-11-24 00:53:23.315251200,,,,,,583.9965563509019,,
6847,2735,2019-12-16 19:29:38.875545600,,,,,,2017.7931678879156,,
6848,2737,2019-11-11 00:00:00.000000000,,,,,,,,
6849,2738,2019-11-11 00:00:00.000000000,,,,,,,,
6850,2740,2019-11-22 16:53:42.161539199,RESPONSE,,,,,,,
6851,2740,2019-11-24 09:43:02.472239999,RISK,,,,,,,
6852,2740,2019-11-25 01:45:55.327219199,APPROVED,DIGITAL,37,32300,40,,,
6853,2740,2019-12-02 01:16:58.128729599,,,,,,2350.450696589612,,
6854,2740,2019-12-02 04:55:51.084249599,,,,,,751.8955136054323,,
6855,2740,2019-12-21 03:44:16.274342399,,,,,,33.40828115793792,,
6856,2740,2019-12-23 12:01:55.780838399,,,,,,2098.2759330223957,,
6857,2741,2019-11-11 01:56:47.520383999,RESPONSE,,,,,,,
6858,2741,2019-11-16 14:51:52.230182399,RISK,,,,,,,
6859,2741,2019-11-17 03:00:30.854995199,REJECTED,INCOME,,,,,,
6860,2743,2019-11-11 00:00:00.000000000,,,,,,,,
6861,2744,2019-11-14 19:16:21.571161600,RESPONSE,,,,,,,
6862,2744,2019-11-15 22:19:44.293555200,RISK,,,,,,,
6863,2744,2019-11-16 14:03:03.145852800,REJECTED,USAGE,,,,,,
6864,2746,2019-11-11 00:00:00.000000000,,,,,,,,
6865,2748,2019-11-11 00:00:00.000000000,,,,,,,,
6866,2749,2019-11-13 22:25:31.454112000,RESPONSE,,,,,,,
6867,2749,2019-11-15 00:00:48.877257600,RISK,,,,,,,
6868,2749,2019-11-18 07:04:02.692444800,REJECTED,EMPTY,,,,,,
6869,2750,2019-11-11 00:00:00.000000000,,,,,,,,
6870,2751,2019-11-11 16:36:51.525792000,RESPONSE,,,,,,,
6871,2751,2019-11-21 05:48:46.707350400,RISK,,,,,,,
6872,2751,2019-11-25 09:50:32.531654400,APPROVED,PLASTIC,35,28800,30,,,
6873,2751,2019-11-27 08:54:31.384425600,DELIVERED,,,,,,53100,3
6874,2751,2019-12-01 20:54:39.826310400,,,,,,420.97159732621077,,
6875,2752,2019-11-11 00:00:00.000000000,,,,,,,,
6876,2753,2019-11-11 00:00:00.000000000,,,,,,,,
6877,2754,2020-01-21 10:21:07.750252800,RESPONSE,,,,,,,
6878,2754,2020-01-23 04:32:05.674848000,RISK,,,,,,,
6879,2754,2020-01-24 05:11:15.035049600,APPROVED,PLASTIC,49,1400,45,,,
6880,2754,2020-01-26 23:20:59.728128000,DELIVERED,,,,,,64000,0
6881,2754,2020-01-28 13:06:38.922652800,,,,,,3.5090257460050136,,
6882,2754,2020-01-30 13:30:59.332608000,,,,,,140.84217950326857,,
6883,2754,2020-02-01 08:22:48.142588800,,,,,,3772.7342775628713,,
6884,2754,2020-02-01 13:42:39.704659200,,,,,,3.3904768295795082,,
6885,2755,2019-11-11 00:00:00.000000000,,,,,,,,
6886,2757,2019-11-18 22:58:22.242864000,RESPONSE,,,,,,,
6887,2757,2019-11-20 16:54:24.547219200,RISK,,,,,,,
6888,2757,2019-11-23 14:54:17.146224000,APPROVED,PLASTIC,37,5100,30,,,
6889,2757,2019-11-24 06:10:28.955971200,DELIVERED,,,,,,53100,1
6890,2757,2019-12-03 02:00:53.072208000,,,,,,56.44846241174486,,
6891,2757,2019-12-04 14:46:25.435660800,,,,,,493.59040477042885,,
6892,2757,2019-12-06 21:09:56.680732800,,,,,,919.2717325946637,,
6893,2758,2019-11-11 00:00:00.000000000,,,,,,,,
6894,2761,2019-11-12 08:58:34.073558399,RESPONSE,,,,,,,
6895,2761,2019-11-13 02:24:49.161599999,RISK,,,,,,,
6896,2761,2019-11-13 16:48:45.565372799,APPROVED,PLASTIC,30,23500,36,,,
6897,2761,2019-11-16 16:19:40.670716799,DELIVERED,,,,,,53100,2
6898,2761,2019-11-23 15:04:53.553158399,,,,,,480.36607780868167,,
6899,2761,2020-04-13 04:16:08.824483199,,,,,,647.6349808074726,,
6900,2762,2019-11-11 14:15:45.680457600,RESPONSE,,,,,,,
6901,2762,2019-11-12 12:59:26.017180800,RISK,,,,,,,
6902,2762,2019-11-13 14:52:28.035120000,APPROVED,DIGITAL,42,13200,39,,,
6903,2762,2019-11-14 20:09:03.831033600,,,,,,186.12278127648025,,
6904,2762,2019-12-14 03:09:54.572054400,,,,,,748.1624085498416,,
6905,2762,2019-12-14 15:48:41.461862400,,,,,,178.63082562750378,,
6906,2764,2019-11-14 19:51:05.070614400,RESPONSE,,,,,,,
6907,2764,2019-11-21 16:16:22.135094400,RISK,,,,,,,
6908,2764,2019-11-24 19:14:01.003977600,APPROVED,DIGITAL,34,8500,46,,,
6909,2764,2019-11-25 16:32:41.214451200,,,,,,67.04542032029494,,
6910,2764,2019-11-30 12:12:16.277212800,,,,,,6905.538018853034,,
6911,2764,2019-12-01 15:47:16.165536000,,,,,,106.28720096191128,,
6912,2765,2019-11-18 14:52:02.591097600,RESPONSE,,,,,,,
6913,2765,2019-11-20 09:36:29.132438400,RISK,,,,,,,
6914,2765,2019-11-27 08:54:10.385856000,REJECTED,MOP,,,,,,
6915,2766,2019-11-13 18:14:02.566147200,RESPONSE,,,,,,,
6916,2766,2019-11-16 01:20:44.794032000,RISK,,,,,,,
6917,2766,2019-11-17 04:06:49.743475200,APPROVED,PLASTIC,34,3600,33,,,
6918,2766,2019-11-20 16:59:15.574559999,DELIVERED,,,,,,53100,5
6919,2766,2019-12-01 15:33:05.586479999,,,,,,850.7812889481035,,
6920,2766,2020-01-30 11:51:24.998889599,,,,,,1176.1231080115508,,
6921,2766,2020-05-21 19:41:18.765311999,,,,,,61.65466297982086,,
6922,2767,2019-11-11 00:00:00.000000000,,,,,,,,
6923,2768,2019-11-11 00:00:00.000000000,,,,,,,,
6924,2769,2020-01-18 04:14:09.657974400,RESPONSE,,,,,,,
6925,2769,2020-01-23 17:38:03.160492800,RISK,,,,,,,
6926,2769,2020-01-24 06:35:54.291552000,APPROVED,DIGITAL,36,12700,31,,,
6927,2769,2020-01-26 20:28:49.250956800,,,,,,42870.3558446898,,
6928,2769,2020-02-05 15:16:36.723100800,,,,,,142.243622647375,,
6929,2771,2019-11-11 00:00:00.000000000,,,,,,,,
6930,2772,2019-11-11 00:00:00.000000000,,,,,,,,
6931,2775,2019-11-23 12:47:27.663129600,RESPONSE,,,,,,,
6932,2775,2019-11-26 13:37:51.740543999,RISK,,,,,,,
6933,2775,2019-11-28 03:00:30.312143998,APPROVED,DIGITAL,40,6500,32,,,
6934,2775,2019-12-18 21:07:38.642995198,,,,,,50.46629067360903,,
6935,2776,2019-11-11 04:28:16.558118400,RESPONSE,,,,,,,
6936,2776,2019-11-13 21:35:13.503580800,RISK,,,,,,,
6937,2776,2019-11-15 07:31:10.874611200,APPROVED,PLASTIC,48,5100,49,,,
6938,2776,2019-11-15 23:30:43.382419200,DELIVERED,,,,,,64000,2
6939,2776,2019-11-17 18:43:05.929708800,,,,,,12052.148920386177,,
6940,2776,2019-11-17 22:52:34.282588800,,,,,,1092.609185280733,,
6941,2776,2019-11-18 19:34:21.256147200,,,,,,207.25099994921916,,
6942,2778,2019-11-11 00:00:00.000000000,,,,,,,,
6943,2779,2019-11-13 00:18:26.007004800,RESPONSE,,,,,,,
6944,2779,2019-11-18 12:58:40.366876800,RISK,,,,,,,
6945,2779,2019-11-21 03:14:38.316739200,REJECTED,INCOME,,,,,,
6946,2781,2019-11-17 15:46:29.839929600,RESPONSE,,,,,,,
6947,2781,2019-11-18 13:49:09.034291200,RISK,,,,,,,
6948,2781,2019-11-19 21:51:50.147280000,APPROVED,DIGITAL,35,1100,39,,,
6949,2781,2019-11-27 18:45:21.374323200,,,,,,209.6270966659035,,
6950,2781,2019-12-05 13:53:03.060182399,,,,,,50.6220356753292,,
6951,2781,2019-12-14 01:23:41.178681599,,,,,,70.26157409573311,,
6952,2782,2019-11-12 03:20:10.883040000,RESPONSE,,,,,,,
6953,2782,2019-11-14 04:35:05.990006400,RISK,,,,,,,
6954,2782,2019-11-15 22:48:28.132012800,REJECTED,MOP,,,,,,
6955,2783,2019-11-13 17:19:27.885014400,RESPONSE,,,,,,,
6956,2783,2019-11-13 21:10:38.351280000,RISK,,,,,,,
6957,2783,2019-11-14 04:49:54.497884799,REJECTED,USAGE,,,,,,
6958,2784,2019-11-11 09:19:46.880342400,RESPONSE,,,,,,,
6959,2784,2019-11-13 07:08:43.545926400,RISK,,,,,,,
6960,2784,2019-11-17 23:30:56.922508800,APPROVED,PLASTIC,40,6800,41,,,
6961,2784,2019-11-19 02:22:30.415382400,DELIVERED,,,,,,11560,2
6962,2784,2019-12-31 11:26:26.197094399,,,,,,5.993244476847775,,
6963,2785,2019-11-11 08:16:01.296912000,RESPONSE,,,,,,,
6964,2785,2019-11-13 10:24:23.337043200,RISK,,,,,,,
6965,2785,2019-11-14 04:12:34.601299200,APPROVED,PLASTIC,42,1800,37,,,
6966,2785,2019-11-21 21:24:20.796854400,DELIVERED,,,,,,44100,4
6967,2785,2020-01-05 08:44:13.698643200,,,,,,3.0290958638187866,,
6968,2785,2020-01-08 02:49:18.966000000,,,,,,79.77687958897788,,
6969,2785,2020-01-21 08:19:13.507276800,,,,,,12.315213479229131,,
6970,2785,2020-01-22 19:40:35.356915200,,,,,,38.58074761109632,,
6971,2785,2020-01-23 02:11:02.202662400,,,,,,32.766799550028004,,
6972,2787,2019-11-12 16:43:03.272419199,RESPONSE,,,,,,,
6973,2787,2019-11-13 18:41:00.834345599,RISK,,,,,,,
6974,2787,2019-11-19 12:48:04.755340799,REJECTED,USAGE,,,,,,
6975,2788,2019-11-13 14:46:54.138345599,RESPONSE,,,,,,,
6976,2788,2019-11-13 20:34:34.556159999,RISK,,,,,,,
6977,2788,2019-11-14 02:46:39.542447999,REJECTED,MOP,,,,,,
6978,2792,2019-11-11 04:13:47.109561600,RESPONSE,,,,,,,
6979,2792,2019-11-12 12:46:12.172166400,RISK,,,,,,,
6980,2792,2019-11-12 18:41:56.481216000,APPROVED,DIGITAL,37,17100,43,,,
6981,2794,2019-11-19 04:47:02.275036800,RESPONSE,,,,,,,
6982,2794,2019-12-09 02:08:37.650451200,RISK,,,,,,,
6983,2794,2019-12-11 06:49:51.453465600,APPROVED,PLASTIC,48,4600,34,,,
6984,2794,2019-12-17 12:42:13.609843200,DELIVERED,,,,,,53100,2
6985,2794,2019-12-18 16:41:59.700595200,,,,,,158.57521747945404,,
6986,2794,2021-11-03 09:48:01.563120000,,,,,,2719.937227725732,,
6987,2794,2021-11-03 09:57:09.793584000,,,,,,502.60875206345537,,
6988,2794,2021-11-04 13:00:22.798828800,,,,,,190.20456487275501,,
6989,2796,2019-11-15 09:03:55.638288000,RESPONSE,,,,,,,
6990,2796,2019-11-17 00:37:18.251443200,RISK,,,,,,,
6991,2796,2019-11-17 18:38:37.202208000,APPROVED,PLASTIC,31,3800,38,,,
6992,2796,2019-11-18 04:15:46.913011200,DELIVERED,,,,,,53100,3
6993,2796,2019-11-21 16:38:14.073907200,,,,,,89.53791822943217,,
